,MS SubClass,MS Zoning,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Mo Sold,Sale Type,has_remod,Yr Sold,Lot Frontage,Lot Area,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,age_since_remodel,age_since_built,SalePrice
1510,160,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,GdPrv,missing,5,WD ,0,2009,24.0,1300,0.0,285.0,0.0,276.0,561.0,561,668,0,1229,462.0,150,0,0,0,0,0,0,29,29,124000
1511,45,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Unf,4,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,1,1,TA,4,Typ,0,missing,missing,missing,0.0,missing,missing,Y,missing,MnPrv,missing,4,WD ,0,2007,55.0,5500,0.0,0.0,0.0,882.0,882.0,882,0,0,882,0.0,0,0,0,0,0,0,0,51,51,103200
1512,120,FV,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Ex,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,8,New,1,2007,40.0,3606,0.0,937.0,0.0,415.0,1352.0,1352,0,0,1352,466.0,0,241,0,0,0,0,0,0,1,194000
1513,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,5,WD ,0,2007,,8978,0.0,0.0,0.0,948.0,948.0,948,0,0,948,300.0,147,0,0,0,0,0,0,39,39,108000
1514,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,2,1,TA,5,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,7,WD ,0,2009,,9079,0.0,864.0,0.0,0.0,864.0,864,0,0,864,440.0,158,0,0,0,0,0,0,48,48,122000
1515,150,RL,Pave,missing,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,Twnhs,1.5Fin,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,2,1,2,1,Gd,7,Typ,0,missing,Basment,Fin,1.0,Gd,TA,Y,missing,missing,missing,4,WD ,1,2006,,1700,0.0,397.0,0.0,33.0,430.0,880,680,140,1700,450.0,188,36,0,0,200,0,0,25,26,148400
1516,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,Gable,CompShg,BrkComm,Brk Cmn,None,TA,Fa,CBlock,TA,Fa,No,Unf,Unf,GasA,TA,Y,FuseA,0.0,0.0,1,0,3,1,TA,5,Mod,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,6,COD,0,2009,68.0,9571,0.0,0.0,0.0,1276.0,1276.0,1276,0,0,1276,350.0,0,0,0,0,0,0,0,51,51,60000
1517,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,4,WD ,0,2008,80.0,9938,251.0,1271.0,0.0,331.0,1602.0,1626,0,0,1626,534.0,424,40,0,0,0,0,0,14,14,226500
1518,20,C (all),Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,GasA,TA,N,FuseA,1.0,0.0,0,0,1,1,TA,4,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,10,WD ,1,2006,50.0,9000,0.0,50.0,0.0,430.0,480.0,480,0,0,480,308.0,0,0,0,0,0,0,0,56,57,35311
1519,90,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,Flat,Tar&Grv,Plywood,Wd Shng,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Y,SBrkr,0.0,2.0,2,0,4,0,TA,4,Typ,0,missing,missing,missing,0.0,missing,missing,Y,missing,missing,missing,10,WD ,0,2006,38.0,7840,355.0,976.0,0.0,0.0,976.0,1012,0,0,1012,0.0,0,0,0,0,0,0,0,31,31,127500
1520,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,4,WD ,0,2008,74.0,12395,0.0,647.0,0.0,217.0,864.0,889,0,0,889,484.0,0,0,0,0,0,0,0,24,24,137500
1521,80,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,Hip,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,Rec,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,11,WD ,0,2008,,9638,0.0,368.0,120.0,541.0,1029.0,1117,0,0,1117,542.0,292,0,0,0,0,0,0,31,31,147000
1522,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3.0,TA,TA,Y,missing,missing,missing,9,WD ,1,2006,108.0,13418,132.0,0.0,0.0,1117.0,1117.0,1132,1320,0,2452,691.0,113,32,0,0,0,0,0,1,2,309000
1523,20,RL,Pave,missing,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,9,Hip,CompShg,BrkFace,BrkFace,None,Gd,Gd,CBlock,Gd,TA,No,GLQ,ALQ,GasA,TA,Y,SBrkr,1.0,0.0,2,0,3,1,Ex,7,Min1,2,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,GdPrv,missing,7,WD ,1,2009,,17597,0.0,803.0,419.0,581.0,1803.0,2365,0,0,2365,551.0,200,144,0,0,0,0,0,0,38,315000
1524,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,2,1,Gd,5,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,12,WD ,1,2008,72.0,8872,300.0,595.0,0.0,317.0,912.0,912,0,0,912,576.0,0,240,0,0,0,0,0,0,43,147000
1525,120,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Gd,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,1,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,10,New,0,2006,53.0,3982,0.0,1154.0,0.0,366.0,1520.0,1567,0,0,1567,648.0,312,0,0,0,0,0,0,0,0,264561
1526,80,RL,Pave,missing,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,6,Min1,1,TA,Detchd,Unf,2.0,TA,TA,Y,missing,MnPrv,missing,2,WD ,0,2007,60.0,7134,0.0,384.0,0.0,0.0,384.0,1360,0,0,1360,572.0,0,50,0,0,0,0,0,52,52,130000
1527,160,FV,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,5,Typ,1,TA,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,0,2007,,2117,456.0,436.0,0.0,320.0,756.0,769,756,0,1525,440.0,0,0,0,0,0,0,0,7,7,177000
1528,50,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,Gd,Y,FuseA,0.0,0.0,1,0,4,1,TA,7,Typ,0,missing,missing,missing,0.0,missing,missing,Y,missing,missing,missing,7,WD ,1,2008,58.0,8155,0.0,0.0,0.0,780.0,780.0,780,420,0,1200,0.0,0,0,96,0,0,0,0,58,78,119000
1529,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,5,Shed,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,Gd,Mn,GLQ,LwQ,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,TA,4,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,5,WD ,0,2006,50.0,5500,0.0,510.0,373.0,190.0,1073.0,1073,0,0,1073,246.0,0,120,0,0,0,0,0,2,2,157000
1530,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,7,WD ,0,2006,,11553,188.0,673.0,0.0,378.0,1051.0,1159,0,0,1159,336.0,466,0,0,0,0,0,0,38,38,158000
1531,50,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Rec,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,4,1,Fa,7,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,8,WD ,0,2007,55.0,7150,0.0,150.0,0.0,1040.0,1190.0,1040,500,0,1540,352.0,0,0,0,0,0,0,0,52,52,115000
1532,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,No,LwQ,Rec,GasA,TA,Y,SBrkr,1.0,0.0,1,0,2,1,TA,5,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,3,WD ,0,2007,64.0,6285,0.0,138.0,351.0,405.0,894.0,894,0,0,894,308.0,192,0,0,0,0,0,0,30,30,120750
1533,60,FV,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,7,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,1,WD ,0,2010,,7500,0.0,533.0,0.0,281.0,814.0,814,860,0,1674,663.0,0,96,0,0,0,0,0,10,10,216000
1534,160,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,0.0,0.0,1,1,3,1,TA,6,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,1,WD ,0,2007,21.0,2001,80.0,0.0,0.0,546.0,546.0,546,546,0,1092,286.0,0,0,0,0,0,0,0,37,37,75000
1535,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,ImStucc,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,1.0,2,0,3,1,TA,6,Typ,2,TA,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,7,WD ,0,2008,95.0,19508,144.0,800.0,0.0,630.0,1430.0,1430,0,0,1430,484.0,117,108,165,0,0,0,0,34,34,192000
1536,80,RL,Pave,missing,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,Gd,Gd,GLQ,Unf,GasA,Fa,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Detchd,Unf,2.0,TA,TA,Y,missing,GdPrv,missing,7,WD ,0,2006,,7176,200.0,794.0,0.0,166.0,960.0,1040,0,0,1040,616.0,131,0,0,0,180,0,0,28,28,160500
1537,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,8,New,1,2007,91.0,10652,306.0,0.0,0.0,1494.0,1494.0,1494,0,0,1494,840.0,160,33,0,0,0,0,0,0,1,279500
1538,85,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,Gable,CompShg,HdBoard,Wd Sdng,None,TA,TA,CBlock,Gd,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,Gd,6,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,MnPrv,missing,5,WD ,0,2008,,11235,0.0,784.0,0.0,197.0,981.0,1075,0,0,1075,440.0,64,0,0,0,64,0,0,45,45,148000
1539,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,None,TA,Fa,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,1,0,3,1,Gd,6,Typ,0,missing,Attchd,RFn,1.0,TA,TA,Y,missing,MnPrv,Shed,7,WD ,1,2008,68.0,10265,0.0,758.0,0.0,234.0,992.0,992,0,0,992,294.0,204,0,0,0,0,0,600,3,41,145000
1540,60,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,MetalSd,MetalSd,None,Gd,Gd,PConc,Gd,Gd,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,5,1,Gd,10,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,11,WD ,0,2006,,14541,0.0,1012.0,0.0,326.0,1338.0,1352,1168,0,2520,796.0,209,55,0,0,0,0,0,13,13,310000
1541,80,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Y,SBrkr,0.0,1.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,6,WD ,0,2006,83.0,10184,379.0,580.0,0.0,503.0,1083.0,1146,0,0,1146,294.0,345,75,0,0,0,0,0,43,43,165000
1542,60,RL,Pave,missing,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,No,GLQ,Rec,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,7,WD ,1,2009,52.0,46589,528.0,1361.0,180.0,88.0,1629.0,1686,762,0,2448,711.0,517,76,0,0,0,0,0,4,15,402000
1543,60,FV,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,7,WD ,0,2008,85.0,10625,0.0,0.0,0.0,1026.0,1026.0,1026,932,0,1958,936.0,154,210,0,0,0,0,0,3,3,250000
1544,180,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,Gable,CompShg,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,1,1,TA,3,Typ,0,missing,missing,missing,0.0,missing,missing,Y,missing,missing,missing,4,WD ,0,2006,21.0,1470,0.0,522.0,0.0,108.0,630.0,630,0,0,630,0.0,0,0,0,0,0,0,0,36,36,73000
1545,90,RL,Pave,missing,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,0.0,0.0,2,2,4,2,TA,8,Typ,0,missing,missing,missing,0.0,missing,missing,Y,missing,missing,missing,9,WD ,0,2009,60.0,9000,0.0,0.0,0.0,896.0,896.0,896,896,0,1792,0.0,32,45,0,0,0,0,0,35,35,136000
1546,120,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,Ex,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,3,WD ,0,2006,48.0,5911,278.0,472.0,0.0,1088.0,1560.0,1565,0,0,1565,556.0,196,56,0,0,0,0,0,1,1,282500
1547,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,missing,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,5,WD ,1,2010,73.0,8987,226.0,0.0,0.0,1595.0,1595.0,1595,0,0,1595,880.0,144,0,0,0,0,0,0,4,5,221500
1548,20,RL,Pave,missing,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,2,0,4,1,Gd,7,Typ,0,missing,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,1,2007,,17871,0.0,0.0,0.0,1680.0,1680.0,1680,0,0,1680,628.0,152,0,0,0,0,0,0,11,12,170000
1549,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,Gable,CompShg,HdBoard,HdBoard,None,Fa,TA,CBlock,TA,Fa,No,BLQ,Rec,GasA,Gd,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Min1,1,Po,Attchd,RFn,2.0,TA,TA,Y,missing,MnPrv,missing,5,WD ,0,2009,77.0,11500,0.0,872.0,60.0,108.0,1040.0,1040,0,0,1040,480.0,0,0,156,0,0,0,0,42,42,163000
1550,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,LwQ,ALQ,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,11,WD ,0,2007,65.0,12257,513.0,56.0,64.0,1198.0,1318.0,1328,1203,0,2531,752.0,222,98,0,0,0,0,0,12,12,290000
1551,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,5,WD ,1,2007,82.0,9044,526.0,1225.0,0.0,100.0,1325.0,1335,1203,0,2538,933.0,198,92,0,0,0,0,0,10,11,330000
1552,160,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,1,2,1,TA,5,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,7,WD ,0,2009,21.0,1680,504.0,254.0,0.0,229.0,483.0,483,504,0,987,264.0,0,0,0,0,0,0,0,36,36,111000
1553,60,RL,Pave,missing,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,8,WD ,0,2006,45.0,9468,148.0,639.0,0.0,201.0,840.0,840,915,0,1755,530.0,176,73,0,0,0,0,0,7,7,214000
1554,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,LwQ,GasA,TA,Y,SBrkr,0.0,0.0,1,1,3,1,TA,6,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,5,WD ,0,2008,102.0,9373,84.0,500.0,196.0,456.0,1152.0,1152,0,0,1152,636.0,0,0,0,0,0,0,0,55,55,137500
1555,60,FV,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,CemntBd,CmentBd,None,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Ex,7,Typ,1,Ex,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,6,WD ,0,2009,70.0,7000,0.0,622.0,0.0,304.0,926.0,1016,868,0,1884,581.0,0,35,0,0,0,0,0,6,6,240900
1556,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,6,WD ,0,2010,107.0,10186,0.0,674.0,0.0,76.0,750.0,1061,862,0,1923,564.0,240,39,0,0,0,0,0,18,18,190000
1557,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,6,Typ,0,missing,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,9,WD ,0,2009,90.0,11664,0.0,1234.0,0.0,335.0,1569.0,1611,0,0,1611,1231.0,262,93,0,0,0,0,0,7,7,250000
1558,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,Plywood,Plywood,None,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,2,0,3,1,Gd,6,Typ,1,Fa,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,7,WD ,1,2007,90.0,10768,0.0,1157.0,0.0,280.0,1437.0,1437,0,0,1437,528.0,0,21,0,0,180,0,0,3,31,218000
